baixinz2::JoinMovieDirector,Director,TEXT,993,7
DAVID FINCHER,Fri Mar 30 10:41:20 2018
ROBERT ZEMECKIS,Fri Mar 30 10:41:20 2018
DAMIEN CHAZELLE,Fri Mar 30 10:41:20 2018
ROGER ALLERS,Fri Mar 30 10:41:20 2018
QUENTIN TARANTINO,Fri Mar 30 10:41:20 2018
GUILLERMO DEL TORO,Fri Mar 30 10:41:20 2018
PETER JACKSON,Fri Mar 30 10:41:20 2018
